"Product","Category","Brand","Price"
PV | LRE Cart 1g | I | Kiwi RNTZ,Cartridges,Platinum Vape,25
Boutiq | LLD Dual Dispo 1g | S | PH x Cherry Chem,Disposables,Boutiq,28
Nasha | INF Pre-Roll .5g (5pk) | Papaya Punch x Banana OG (SAMPLE),Pre-Rolls,Nasha,0.01
WCC | LRE Badder 1g | I | Grape Pie,Concentrate,West Coast Cure (WCC),23
WCC | LRE Badder 1g | I | Strawberry Shortcake,Concentrate,West Coast Cure (WCC),23
WCC | LRE Badder 1g | I | Temptation,Concentrate,West Coast Cure (WCC),23
WCC | LRE Badder 1g | I | Black Ice,Concentrate,West Coast Cure (WCC),23
WCC | LRE Cart 1g | S | Super Lemon Haze,Cartridges,West Coast Cure (WCC),32
WCC | Hash Gummies 100mg | S | Lava Flow,Edibles,West Coast Cure (WCC),15
Sherbinskis | Flower 1g | H | Airwhon (SAMPLE),Flower,Sherbinskis,0.01
710 | IN Pre-Roll 2g | Lemon Tart Pucker #1 + Rick Jamez #3,Pre-Rolls,710 Labs,68
710 | IN Pre-Roll 2g | Randy Watzon #13 + Lovers Lane #12,Pre-Rolls,710 Labs,68
710 | Pre-Roll 1g | Tupac Pure Kush #1,Pre-Rolls,710 Labs,23
710 | RSO Oil 1g | Grape Gasolone #5 + Super Freak,Wellness,710 Labs,38
710 | LRO Badder 1g (T2) | Randy Watzon #13,Concentrate,710 Labs,63
710 | LRO Badder 1g (T2) | Lovers Lane #12,Concentrate,710 Labs,63
710 | LRO 2nd Press 1g | Devils Drip #6 + Ghost Hulk #25,Concentrate,710 Labs,45
710 | LRO 2nd Press 1g | Moon Glow #1 + Gak Smoovie #5,Concentrate,710 Labs,45
710 | LRO 2nd Press 1g | Firewater #106 + Bad Apple #7,Concentrate,710 Labs,45
High Power | Tincture 250mg | Watermelon (1.7oz) (Sample),Tinctures,High Power,0.01
High Power | Tincture 1000mg (4pk) | Berry (6.8oz) (Sample),Tinctures,High Power,0.01
Lavinia | Gummy 100mg | BSleep Watermelon,Gummies,Lavinia,23
Jetty | INLR Pre-Roll 1g | I | Gush Mintz x Bubba Z,Pre-Rolls,Jetty,10
Jetty | INLR Pre-Roll 1g | I | Mule Fuel x Vanilla Shake,Pre-Rolls,Jetty,10
Lost Farms | LRO Chews 100mg | H | Dragon Fruit,Edibles,Lost Farms,28
Jetty | SVL Cart .5g | S | Tropicana Cookies,Cartridges,Jetty,40
Made | Flower 3.5g | H | Creamsicle,Eighths,Made,55
Made | Flower 3.5g | H | Glueato,Eighths,Made,55
Made | Flower 3.5g | H | Noire Night,Eighths,Made,55
Hashish | FP Live Rosin 1g | Dole Whip (B),Concentrate,Hashish,57
Dixie | Synergy Gummies | I | 2:1:1 Ratio | Sleepberry (PROMO),Gummies,Dixie,1
Dixie | Synergy Gummies 100mg | H | 1:1 Ratio | Watermellow (PROMO),Gummies,Dixie,1
Dixie | Gummies 100mg | I | Tropic Twist (PROMO),Gummies,Dixie,1
Dixie | Gummies 100mg | H | Sour Smash (PROMO),Gummies,Dixie,1
Rollers D | PG Flower 7g | H | Dragon Snacks,Quarters,Rollers Delight,15
Rollers D | PG Flower 7g | I | Purple Martian,Quarters,Rollers Delight,15
Rollers D | PG Flower 7g | S | Tropic Thunder,Quarters,Rollers Delight,15
Rollers D | Pre-Rolls .5g (7pk) | I | Papaya Punch,Pre-Rolls,Rollers Delight,30
Rollers D | Pre-Rolls .5g (7pk) | H | White Cherry Gelato,Pre-Rolls,Rollers Delight,30
Rollers D | Pre-Rolls .5g (7pk) | S | Blue Dream,Pre-Rolls,Rollers Delight,30
Heavy Hitters | IN Pre-Rolls 0.5g (5pk) | H | Biscotti,Pre-Rolls,Heavy Hitters,50
Heavy Hitters | IND Pre-Roll 1g | S | Blue Dream,Pre-Rolls,Heavy Hitters,25
Almora Farm | 14pk Preroll | S | Sour Tangie,Pre-Rolls,Almora Farm,45
Heavy Hitters | LRO Cart 1g | H | Fatso,Cartridges,Heavy Hitters,68
Dab Daddy | Flower 3.5g | I | LCG X Skittles,Eighths,Dab Daddy,40
Josh Wax | Flower 3.5g | S | Buena Suerte (SAMPLE),Eighths,Josh Wax,0.01
Josh Wax | Flower 3.5g | H | Gravy (SAMPLE),Eighths,Josh Wax,0.01
Josh Wax | Flower 3.5g | I | Voulez Vous (SAMPLE),Eighths,Josh Wax,0.01
Josh Wax | Flower 3.5g | I | Zoobiscuits (SAMPLE),Eighths,Josh Wax,0.01
Stiiizy | LR Diamond 1g | I | Platinum Berry Kush,Concentrate,Stiiizy,25
Up Hill | Flower 3.5g | Galactic Warheads,Eighths,Up Hill,75
Up Hill | Flower 3.5g | Jiu Jitzu,Eighths,Up Hill,75
Up Hill | Flower 3.5g | Pink X,Eighths,Up Hill,75
Up Hill | Flower 3.5g | Pink X (D. SAMPLE),Eighths,Up Hill,0.01
Plug n Play | EXO | Cart 1g | Guava Groove x RNBW,Cartridges,Plug N Play,43
The Fight | Flower 14g | Mango Tangerine Kush,Halves,The Fight,70
The Fight | Flower 14g | Mimosa,Halves,The Fight,70
The Fight | SM Flower 28g | Mango Tangerine Kush,Ounces,The Fight,130
The Fight | SM Flower 28g | I | Red Velvet Oreos,Ounces,The Fight,130
The Fight | SM Flower 28g | Mimosa,Ounces,The Fight,130
The Fight | SM Flower 28g | Purple Cake Badder,Ounces,The Fight,130
Jeeter | BC LR Pre-Roll 1.3g | H | Double Black Doja,Pre-Rolls,Jeeter,28
Jeeter | IN Pre-Rolls (3pk) | I | Phantom OG,Pre-Rolls,Jeeter,35
Jeeter | IN Pre-Rolls (3pk) | H | Monster Glue,Pre-Rolls,Jeeter,35
Jeeter | IN Pre-Rolls (3pk) | I | Papaya Punch,Pre-Rolls,Jeeter,35
Jeeter | IN Pre-Rolls (3pk) | S | Hella Jelly,Pre-Rolls,Jeeter,35
Raw | Cone Loader | Lean & 1 1/4 Size,Accessories,Raw,21
Raw | Zig Zag Joint + Papers Case | Tin,Accessories,Raw,10
Raw | Master Classic Papers + Tips (32pk) | King Size Slim,Accessories,Raw,5
Yocan | Cart Battery | Ziva Pro | Assorted Colors,Accessories,YoCan,23
Yocan | Wulf Concentrate Vaporizer | Orbit | Assorted Colors,Accessories,YoCan / Wulf,60
Yocan | Dry Herb Vaporizer | Wulf Flora | Assorted Colors,Accessories,YoCan / Wulf,60
YoCan | Battery | Lux Plus | Assorted Colors,Accessories,YoCan,21
Claybourne Co. | Flower 3.5g | S | Super Silver Haze,Eighths,Claybourne Co.,50
Claybourne Co. | Flower 3.5g | S | Super Silver Haze (SAMPLE),Eighths,Claybourne Co.,0.01
Drops | LRO Gummies 100mg (20pc) | Lime (SAMPLE),Gummies,,0.01
Drops | LRO Gummies 100mg (20pc) | Watermelon (SAMPLE),Gummies,,0.01
Drops | LRO Gummies 100mg (2pc) | Lemon (SAMPLE),Gummies,,0.01
Drops | LRO Gummies 100mg (2pc) | Cherry (SAMPLE),Gummies,,0.01
Stiiizy | Flower 3.5G | White Zerbert (B),Eighths,Stiiizy,32
Stiiizy | Flower 3.5G | Zookies (W),Eighths,Stiiizy,20
Maven | Alter Torch | Assorted Colors,Accessories,West Coat Hookah & Glass,36
Side Twist | XL Blunt Rolling Machine,Accessories,West Coat Hookah & Glass,26
OCB | Unbleached Virgin Cones (3pk) | King Size,Accessories,OCB,4
King Palm | Mini Cones (25pk),Accessories,West Coat Hookah & Glass,38
FloraCal | Flower 3.5G | S | Purple Churro (SAMPLE),Eighths,FloraCal,0.01
FloraCal | Flower 3.5G | S | Lemon Zerbert (SAMPLE),Eighths,FloraCal,0.01
FloraCal | Flower 3.5G | H | Maui Punch (SAMPLE),Eighths,FloraCal,0.01
FloraCal | Flower 3.5G | I | Permanent MarkerZ (SAMPLE),Eighths,FloraCal,0.01
FloraCal | Flower 3.5G | H | Runtz x Jealousy (SAMPLE),Eighths,FloraCal,0.01
FloraCal | Flower 3.5G | I | Legacy Biscotti (SAMPLE),Eighths,FloraCal,0.01
FloraCal | SM Flower 7G | I | Legacy Biscotti (SAMPLE),Quarters,FloraCal,0.01
FloraCal | SM Flower 7G | S | Astro Pop (SAMPLE),Quarters,FloraCal,0.01
Eyeelle | Flower 3.5G | I | Peanut Butter Breath (SAMPLE),Eighths,Eyeelle,0.01
Eyeelle | Flower 3.5G | H | Alien OG (SAMPLE),Eighths,Eyeelle,0.01
WHOA | Gummies 100mg | Pineapple (SAMPLE),Gummies,WHOA,0.01
WHOA | Gummies 100mg | Watermelon (SAMPLE),Gummies,WHOA,0.01
WHOA | Gummies 100mg | Strawberry (SAMPLE),Gummies,WHOA,0.01
WHOA | Gummies 100mg | Sour Blue Rasp (SAMPLE),Gummies,WHOA,0.01
WHOA | Gummies 100mg | Watermelon Chile (SAMPLE),Gummies,WHOA,0.01
Preferred Gardens | Flower 3.5g | I | Frosted Grapes,Eighths,Preferred Gardens,32
Preferred Gardens | Flower 3.5g | H | Guavaz,Eighths,Preferred Gardens,32
Preferred Gardens | Flower 3.5g | H | Lazer Gun,Eighths,Preferred Gardens,32
Preferred Gardens | Flower 3.5g | I | Ring Popz,Eighths,Preferred Gardens,32
Khalifa Kush | Flower 3.5g | Baby Turtle (SAMPLE),Eighths,Khalifa Kush,0.01
Khalifa Kush | Flower 3.5g | KK (SAMPLE),Eighths,Khalifa Kush,0.01
Khalifa Kush | Flower 3.5g | Violet Sky (SAMPLE),Eighths,Khalifa Kush,0.01
Khalifa Kush | CR Cartridge 1g | H | KK (SAMPLE),Cartridges,Khalifa Kush,0.01
Preferred Gardens | Flower 14g | Dawg Treat,Halves,,0
Preferred Gardens | Flower 14g | H | Dawg Treat,Halves,Preferred Gardens,85
Preferred Gardens | Flower 14g | I | Ring Popz,Halves,Preferred Gardens,85
Khalifa Kush | Pre-Roll 1g | Khalifa Kush (SAMPLE),Pre-Rolls,Khalifa Kush,0.01
Khalifa Kush | Pre-Roll 1g | Violet Sky (SAMPLE),Pre-Rolls,Khalifa Kush,0.01
Preferred Gardens | Flower 3.5g | H | Blue Banger,Eighths,Preferred Gardens,32
Preferred Gardens | Flower 3.5g | I | OG Marker,Eighths,Preferred Gardens,32
Preferred Gardens | Flower 3.5g | Traffic Jam,Eighths,Preferred Gardens,32
Preferred Gardens | Flower 3.5g | H | Dawg Treat,Eighths,Preferred Gardens,32
Punch | Choc 100mg | Mint Dark Chocolate,Chocolates,Punch,15
Punch | Choc 100mg | PB & Jelly Dark Chocolate,Chocolates,Punch,14
Punch | Choc 100mg | Milk Chocolate,Chocolates,Punch,14
Punch | LRO Badder 1g | T4 | Cereal Panther,Concentrate,Punch,38
Punch | LRO Badder 1g | T4 | Garlic Papaya Punch,Concentrate,Punch,38
Punch | LRO Badder 1g | T4 | Motorbreath Gelato Z,Concentrate,Punch,38
Punch | LRO Badder 1g | T3 | Rainbow Beltz,Concentrate,Punch,50
Punch | LRO Badder 1g | T1 | Papaya Apple Cider,Concentrate,Punch,68
Cresco | LRE Cart 1g | H | Animal Mintz (SAMPLE),Cartridges,,0.01
Cresco | LRE Cart 1g | H | Cherry Pie (SAMPLE),Cartridges,,0.01
Cresco | LRE Cart 1g | I | Cereal Milk (SAMPLE),Cartridges,,0.01
Cresco | LRE Cart 1g | S | Super Silver Haze (SAMPLE),Cartridges,,0.01
Cresco | LRE Cart 1g | S | Sour Haze (SAMPLE),Cartridges,,0.01
Lavinia | Gummy 100mg | BSleep Watermelon (SAMPLE),Gummies,Lavinia,0.01
Lavinia | Gummy 100mg | BS Watermelon (SAMPLE),Edibles,Lavinia,0.01
Lavinia | Gummy 100mg | BS Peach-Mango (SAMPLE),Gummies,Lavinia,0.01
TSC | Flower 3.5g | H | Cherry Limeade (SAMPLE),Eighths,TopShelf,0.01
Dosist | AIO 1g | Calm (SAMPLE),Disposables,Dosist,0.01
Dosist | AIO 1g | Sleep (SAMPLE),Disposables,Dosist,0.01
Dosist | AIO 1g | Bliss (SAMPLE),Disposables,Dosist,0.01
Dosist | AIO 1g | Arouse (SAMPLE),Disposables,Dosist,0.01
Flora Terra | Shatter 1g | Gelato Runtz (SAMPLE),Concentrate,Flora Terra,0.01
Flora Terra | Shatter 1g | Glitter Bomb (SAMPLE),Concentrate,Flora Terra,0.01
Autumn Brands | Flower 7g | I | Gary,Quarters,Autumn Brands,40
High Supply | Flower 3.5G | H | Honey Banana(Sample),Eighths,,0.01
High Supply | Flower 3.5G | S | Cereal Milk (Sample),Eighths,,0.01
Autumn Brands | Flower 7g | S | Peach Dreams,Quarters,Autumn Brands,40
PAX | Effects Pod 1g | Sleep,Cartridges,Pax,40
Autumn Brands | Pre-Roll 1G | H | Canna-Rizz (BDAY),Pre-Rolls,Autumn Brands,0.01
Holy Smokes | IN Pre-Rolls .75g (5pk) | I | Double OG,Pre-Rolls,Holy Smokes,50
Holy Smokes | IN Pre-Rolls .75g (5pk) | I | Cozzymoto,Pre-Rolls,Holy Smokes,50
Josh Wax | Bomba 100mg | Mango Chili (SAMPLE),Edibles,Josh Wax,0.01
Josh Wax | Bomba 100mg | Watermelon (SAMPLE),Edibles,Josh Wax,0.01
Josh Wax | Gummies 100mg | Mango (SAMPLE),Gummies,Josh Wax,0.01
Josh Wax | Gummies 100mg | Pineapple (SAMPLE),Gummies,Josh Wax,0.01
Josh Wax | Gummies 100mg | Cherry Limeade (SAMPLE),Gummies,Josh Wax,0.01
Josh Wax | Gummies 100mg | Honeydew Melon (SAMPLE),Gummies,Josh Wax,0.01
Josh Wax | Flower 14g | I | Voulez Vous (SAMPLE),Halves,Josh Wax,0.01
Josh Wax | Flower 14g | H | Zushi (SAMPLE),Halves,Josh Wax,0.01
Josh Wax | Flower 1g | H | Zushi (SAMPLE),Flower,Josh Wax,0.01
Pure Beauty | SLV Pre-rolls 2g (5pk) | H | Spritzer (BB),Pre-Rolls,Pure Beauty,37
Josh Wax | Flower 28g | H | Zushi (SAMPLE),Ounces,Josh Wax,0.01
Josh Wax | Flower 28g | H | White Truffle (SAMPLE),Ounces,Josh Wax,0.01
Josh Wax | Flower 28g | I | Bon Voyage (SAMPLE),Ounces,Josh Wax,0.01
Josh Wax | Flower 14g | H | White Truffle (SAMPLE),Halves,Josh Wax,0.01
Turn | Dispo 2g | S | Lemonade Stand,Disposables,Turn,49
Turn | Dispo 2g | S | Blue Dream,Disposables,Turn,49
LIME | IN Mini Pre-Rolls .6g | I | Peach Ringz (BDAY),Pre-Rolls,LIME,0.01
Originals | Pre-Roll 1g | H | King Louie,Pre-Rolls,Originals,15
Originals | Pre-Roll 1g | H | King Louie (Sample),Pre-Rolls,Originals,0.01
WCC | Flower 28g | H | Kush Cake,Ounces,West Coast Cure (WCC),120
WCC | Flower 14g | H | Kush Cake,Halves,West Coast Cure (WCC),75
Nameless | Flower 3.5g | Mega Wellness OG,Eighths,Nameless,55
Nameless | Pre-Roll 1g | Sour Runtz (SAMPLE),Pre-Rolls,Nameless,0.01
Nameless | Flower 3.5g | Mega Wellness OG (SAMPLE),Eighths,Nameless,0.01
Nameless | Flower 3.5g | Kaleidoscope (SAMPLE),Eighths,Nameless,0.01
Nameless | Flower 3.5g | Mega Vino (SAMPLE),Eighths,Nameless,0.01
Nameless | Flower 3.5g | Mega GummieZ (SAMPLE),Eighths,Nameless,0.01
Nameless | Flower 3.5g | Sour Runtz (SAMPLE),Eighths,Nameless,0.01
Nameless | Flower 7g | I | Mega Wellness OG,Quarters,Nameless,68
Nameless | Flower 7g | I | Sour Runtz,Quarters,Nameless,68
Dab Daddy | CLRE Diamonds 1g | I | Space Cake,Concentrate,Dab Daddy,15
Hi | Pre Rolls .5g (6pk) | H | Mango Sticky Rice,Pre-Rolls,Hi,25
Hi | Pre Rolls .5g (6pk) | I/H | Frozen Grapes,Pre-Rolls,Hi,25
Hi | Pre Rolls .5g (6pk) | I/H | Midnight Mochi,Pre-Rolls,Hi,25
Hi | Pre Rolls .5g (6pk) | I/H | Zlatto,Pre-Rolls,Hi,25
Hi | Pre-Rolls .5g (14pk) | S/I | Sour Popz,Pre-Rolls,Hi,50
Hi | Pre-Rolls .5g (14pk) | H | Original Glue,Pre-Rolls,Hi,50
Hi | Pre-Rolls .5g (14pk) | I/S | Grape Mochi,Pre-Rolls,Hi,50
Hi | Flower Smalls 7g | I/H | Grape Mochi,Quarters,Hi,53
Hi | Flower Smalls 7g | H | Sour Melon Soda,Quarters,Hi,53
Hi | Pre Rolls .5g (2pk) | H | Kakigori,Pre-Rolls,Hi,10
Hi | Pre Rolls .5g (2pk) | I/H | Jet Fuel Gelato,Pre-Rolls,Hi,10
Artisan x GDC | Pre-Rolls .5g (3pk) | D1,Pre-Rolls,Artisan,17
Good Pizza | Pre-Roll 1.5G | Cherry BangerZ,Pre-Rolls,Good Pizza,20
The Fight | Flower 5g | High Society,Flower,The Fight,40
The Fight | Flower 5g | Illuminati OG,Flower,The Fight,40
The Fight | Flower 5g | Fight OG,Flower,The Fight,40
The Fight | Flower 5g | Pink Panties,Flower,The Fight,40
The Fight | Flower 14g | H | High Society,Halves,The Fight,70
The Fight | Flower 14g | I | Pink Panties,Halves,The Fight,70
Pine Park | Flower 3.5g | Grape Nuts,Eighths,Pine Park,57
Pine Park | Flower 3.5g | Grape Nuts (D. SAMPLE),Eighths,Pine Park,0.01
The Fight | Flower 14g | H | Illuminati OG,Halves,The Fight,70
Holy Smokes | INH Hole 2g | I | Cozzymoto,Pre-Rolls,Holy Smokes,50
Holy Smokes | INH Hole 2g | I | Sherbanger,Pre-Rolls,Holy Smokes,50
Wav | Flower 3.5g | H | Permanent Marker,Eighths,Wav,55
Wav | Flower 3.5g | H | Skittlez,Eighths,Wav,55
Kushy Punch | Gummy 100mg | H | Peach Passionfruit (sample),Gummies,Kushy Punch,0.01
EV | Flower 3.5g | I | Dirty Banana (BDay),Eighths,Ember Valley,0.01
EV | Flower 1g | H | Apple Tartz,Flower,Ember Valley,10
EV | Flower 1g | I | Headmount,Flower,Ember Valley,10
EV | LRE Cart 1g | Point Break (Sample),Cartridges,Ember Valley,0.01
Lolo | Flower 21g | I | RTR Dankrupt,Flower,Lolo,30
Lolo | Flower 21g | S | RTR Brainwave Blast,Flower,Lolo,30
Lolo | Flower 21g | I | RTR Time Wreck,Flower,Lolo,30
Lolo | Flower 21g | H | RTR Biscotti BX1,Flower,Lolo,30
Team Elite G | Flower 14G | H | Peach Ozz,Halves,Team Elite Genetics,135
Team Elite G | SLV Rosin 1G | H | G.O.A.T. Milk,Concentrate,Team Elite Genetics,75
Lolo | Flower 21g | S | RTR Shake & Bake,Flower,Lolo,30
Lolo | Flower SM 14g | I | Da Vinci's Brush,Halves,Lolo,57
Team Elite G | Hash Hole 2g | H | D. Freeze Cup,Pre-Rolls,Team Elite Genetics,55
Lolo | Flower SM 14g | I | Wisdom Debuff,Halves,Lolo,57
Lolo | Flower SM 14g | I | Wandering Wizard,Halves,Lolo,57
Team Elite G | Flower 3.5G | Stuffed Donut (promo),Eighths,Team Elite Genetics,5
EV | Flower 3.5g | H | Grapefruit Zlushiez (Promo),Eighths,Ember Valley,0.01
Lolo | Pre-Roll 1g | S | Beach Bum,Pre-Rolls,Lolo,6
Lolo | Pre-Roll 1g | H | Black Cherry Sherbz,Pre-Rolls,Lolo,6
ColdFire | Cart 1g | Donut Zappers,Cartridges,ColdFire,54
ColdFire | Cart 1g | Blue Chronic,Cartridges,ColdFire,54
ColdFire | Cart 1g | Cookie Crumble OG,Cartridges,ColdFire,54
ColdFire | Cart 1g | LCG x Georgia Pie,Cartridges,ColdFire,54
ColdFire | Cart 1g | Italian Rock Tarts,Cartridges,ColdFire,54
ColdFire x Eighty East | Cart 1g | Sugar Runtz,Cartridges,ColdFire,54
ColdFire x Eighty East | Cart 1g | Fallout Fuel,Cartridges,ColdFire,54
ColdFire x KRD | Cart 1g | Guava Cake,Cartridges,ColdFire,54
ColdFire | SLV Dispo 0.5g | Gush Mints,Disposables,ColdFire,59
ColdFire | SLV Dispo 0.5g | Spritzer,Disposables,ColdFire,59
MVN | Flower 3.5g | I | Prizm,Eighths,Maven (MVN),50
MVN | Flower 3.5g | H | Silver Iris OG,Eighths,Maven (MVN),50
Zanna | Flower 3.5g | H | Jet Fuel Gelato (SAMPLE),Flower,,0.01
Zanna | Flower 3.5g | S | Lemon Sour Diesel (SAMPLE),Eighths,,0.01
Zanna | SM Flower 7g | I | Grape Gas (SAMPLE),Quarters,,0.01
Zanna | IN Pre-Rolls .5g (5pk) | Hawaiian Snowcone (SAMPLE),Pre-Rolls,,0.01
Soil Grown | LRO Wet Batter 1g | Gym Socks (SAMPLE),Concentrate,,0.01
Soil Grown | LRO Wet Batter 1g | Garlic Cocktail #7 (SAMPLE),Concentrate,,0.01
Hash Savers | Hash Rosin 1g | Sugar Shack (SAMPLE),Concentrate,,0.01
Hash Savers | Temple Ball 1g | Dulce De Uva (SAMPLE),Concentrate,,0.01
Hash Savers | Bubble Hash 1g | Grape Stomper (SAMPLE),Concentrate,,0.01
AJI | Grinder (4pc) | Assorted Lips,Accessories,,9
SCS | Hemp Tray | Assorted Colors,Accessories,,15
Waterpipe | Assorted Colors,Accessories,,20
Handpipe | Assorted Colors,Accessories,,8
Hashish | SLR AIO .5g | Laughing Gas,Disposables,Hashish,45
Mr. Zips | Flower 7G | S | Sunshine Punch (SAMPLE),Quarters,,0.01
COTC | Diamond Barrel 1.4g | I | Georgia Peaches x GGP,Pre-Rolls,Cream Of The Crop (COTC),43
COTC | Flower 1G | I | Forum GSC,Flower,Cream Of The Crop (COTC),18
WCTC | Solo Pre-Roll 1g | H | Grease Monkey,Pre-Rolls,West Coast Trading Company (WCTC),9
WCTC | Sugar 1g | S | Pink Lemonade (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
WCTC | Crumble 1g | H | Cookie Glue (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
WCTC | Crumble 1g | I | Gelato (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
WCTC | Diamonds 1g | S | Magic Melon (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
WCTC | Sugar 1g | S | Chem Driver (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
Errl Hill | LR 1g | Blueberry Muffin,Concentrate,Errl Hill,23
Errl Hill | LR 1g | Biscotti Cupcake,Concentrate,Errl Hill,23
WCTC | Shatter 1g | S | Trainwreck (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
WCTC | Shatter 1g | I | Cherry Cheesecake,Concentrate,West Coast Trading Company (WCTC),15
WCTC | Shatter 1g | I | Cherry Cheesecake (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
WCTC | Badder 1g | S | Pineapple Haze (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
WCTC | Crumble 1g | I | Mars OG (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
WCTC | Badder 1g | I | Balato,Concentrate,West Coast Trading Company (WCTC),15
WCTC | Badder 1g | I | Balato (SAMPLE),Concentrate,West Coast Trading Company (WCTC),0.01
COTC | LR Dispo .5G | S | Pineapple Express,Disposables,Cream Of The Crop (COTC),35
COTC | LR Dispo .5G | H | Kush N Cake,Disposables,Cream Of The Crop (COTC),35
Sherbinskis | LR Dispo 1G | Lemon Matcha,Disposables,Sherbinskis,40
COTC | LR Cart 1g | H | Spritzer,Cartridges,Cream Of The Crop (COTC),50
MVN | LR Sauce 1g | Apples & Diamonds,Concentrate,Maven (MVN),23
COTC | LR Cart 1g | S | Mother's Milk,Cartridges,Cream Of The Crop (COTC),50
COTC | LR Cart 1g | I | Georgia Peaches,Cartridges,Cream Of The Crop (COTC),50
COTC | LR Cart 1g | I | Gelato Grape Pie,Cartridges,Cream Of The Crop (COTC),50
MVN | Flower 14g | H | Silver Iris OG,Halves,Maven (MVN),100
Paper Planes | CR Cart 1g | Apple Ambrosia,Cartridges,Paper Planes,25
Paper Planes | LR Cart 1g | Acai,Cartridges,Paper Planes,30
COTC | Pre-Rolls .5g (2pk) | S | Super Silver Haze,Pre-Rolls,Cream Of The Crop (COTC),20
COTC | Pre-Rolls .5g (2pk) | I | Animal Style,Pre-Rolls,Cream Of The Crop (COTC),20
Paper Planes | LR Cart 1g | Grape Thin Mints,Cartridges,Paper Planes,30
COTC | Flower 1G | S | Key Lime Jack,Flower,Cream Of The Crop (COTC),18
Paper Planes | LR Cart 1g | Hindu Z Papaya,Cartridges,Paper Planes,30
COTC | Flower 3.5g | I | Permanent Kush,Eighths,Cream Of The Crop (COTC),50
Paper Planes | LR Cart 1g | Purple Urkel,Cartridges,Paper Planes,30
COTC | Flower 3.5g | I | Permanent Kush (DISPLAY),Eighths,Cream Of The Crop (COTC),0.01
COTC | Flower 3.5g | I | SFV OG,Eighths,Cream Of The Crop (COTC),50
COTC | Flower 3.5g | I | SFV OG (DISPLAY),Eighths,Cream Of The Crop (COTC),0.01
COTC | Flower 3.5g | S | Key Lime Jack,Eighths,Cream Of The Crop (COTC),50
Paper Planes | LR Cart 1g | Zawtz,Cartridges,Paper Planes,30
COTC | Flower 3.5g | S | Key Lime Jack (DISPLAY),Eighths,Cream Of The Crop (COTC),0.01
COTC | Flower 14g | I | F.A.A.F.O.,Halves,Cream Of The Crop (COTC),120
COTC | Flower 14g | H | Zebra Ztripez,Halves,Cream Of The Crop (COTC),120
Humo | Pre-rolls 5pk (.7g) | H | Patrona (Samples),Pre-Rolls,Humo,0.01
COTC | Flower 14g | I | SFV OG,Halves,Cream Of The Crop (COTC),120
Paper Planes | LR Cart 1g | Heir Heads,Cartridges,Paper Planes,30
COTC | Pre-Rolls .5g (2pk) | S | Pineapple Dom x Mother's Milk,Pre-Rolls,Cream Of The Crop (COTC),20
The Fight | SM Flower 28g | H | High Society,Ounces,The Fight,130
Turn | Dispo 1g | PB&J,Disposables,Turn,38
710 | Flower 14g | Randy Watzon #13,Halves,710 Labs,200
710 | Flower 14g | Rick Jamez #3,Halves,710 Labs,200
710 | Gummies 100mg | Cherry Noir #21,Gummies,710 Labs,30
710 | Flower 3.5g | The Rucker #1,Eighths,710 Labs,59
710 | Flower 3.5g | The Rucker #1 (DISPLAY),Eighths,710 Labs,0.01
710 | Flower 3.5g | Z Cubed,Eighths,710 Labs,59
710 | Flower 3.5g | Z Cubed (DISPLAY),Eighths,710 Labs,0.01
Lift Tickets x NG | LRE Pre-Rolls .5g (5pk) | H | Lemon Banana Sherbet,Pre-Rolls,Lift Tickets,45
710 | LRO 1st Press 1g (T2) | SB 36 #1 + Rick Jamez #3,Concentrate,710 Labs,68
710 | LRO 1st Press 1g (T2) | Queens Zugar Cookie #9,Concentrate,710 Labs,68
710 | Flower 14g | Randy Watzon #13 (sample),Halves,710 Labs,0.01
710 | Flower 14g | Rick Jamez #3 (Sample),Halves,710 Labs,0.01
WCC | Flower 14g | H | Platinum Cookies (Sample),Halves,West Coast Cure (WCC),0.01
WCC | Flower 14g | H | Gush Mintz (Sample),Halves,West Coast Cure (WCC),0.01
WCC | IN Pre-Roll 1.2g | S | Jack Herer,Pre-Rolls,West Coast Cure (WCC),19
WCC | Flower 3.5g | S | Jack Herer,Eighths,West Coast Cure (WCC),25
WCC | LRE Cart 1g | S | Slymer,Cartridges,West Coast Cure (WCC),32
Kush Co | Flower 3.5g | H | Sour Sage OG,Eighths,Kush Co.,60
Pearl Pharma | Flower 3.5g | Sour Cheese (Sample),Eighths,Pearl Pharma,0.01
The Fight | Flower 14g | I | Slurricane,Halves,The Fight,70
Pearl Pharma | SM Flower 7g | Sour Cheese,Quarters,Pearl Pharma,50
Pearl Pharma | Badder 1g | Royal Dutch (Spark),Concentrate,Pearl Pharma,0.01
Pearl Pharma | Badder 1g | Romulan (Spark),Concentrate,Pearl Pharma,0.01
